Scientific Name,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,Common Name,Id,Symbol,RankId,AcceptedId,HasSynonyms,HasSubordinateTaxa,HasWildlife,HasWetlandData,HasImages,HasRelatedLinks,HasLegalStatuses,HasNoxiousStatuses,HasDocumentation,HasDistributionData,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,HasCharacteristics,PlantLocationId,HasEthnobotany,HasPollinator,ScientificSort,Active Growth Period,Coppice Potential,Fall Conspicuous,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height at 20 Years, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Vegetative Spread Rate,Nursery Stock Product
Platanus wrightii,,FACW,,,,,,,FACW,,Arizona Sycamore,70572.0,PLWR2,0.0,70572.0,False,False,False,False,False,False,False,False,False,False,7.0,plwr2_001_thp.jpg,0.0,False,False,0.0,False,False,Platanus wrightii S. Watson,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Slow,20.0,80.0,No,No,Long,No,Yes,Irregular,,Yes,No,Yes,Low,No,High,Low,160.0,,Low,7.5,5.8,24.0,16.0,36.0,,Intolerant,-8.0,Early Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,,No
Platydesma remyi,,,,,,FACU,,,,,Hawaii Pilo Kea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platydesma spathulata,,,,,,FAC,,,,,Maui Pilo Kea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platythelys latifolia,FACW,,,,,,,,,,Jug Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plecostachys serpyllifolia,,FACU,,,,,,,,,Petite-Licorice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectritis ciliosa,,FACU,,,,,,,FACU,,Long-Spur Seablush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectritis congesta,,FACU,,,,,,,FACU,,Short-Spur Seablush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectritis macrocera,,FACU,,,,,,,FACU,,White Seablush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleea tenuifolia,OBL,,,OBL,,,,,,,Rush-Featherling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleomele fernaldii,,,,,,FAC,,,,,Lanai Hala Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleopeltis polypodioides,FAC,,UPL,FACU,FACU,,FACU,UPL,,,Resurrection Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleuropogon californicus,,OBL,,,,,,,OBL,,California False Semaphore Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleuropogon hooverianus,,FACW,,,,,,,FACW,,North Coast False Semaphore Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleuropogon oregonus,,OBL,,,,,,,OBL,,Oregon False Semaphore Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleuropogon refractus,,OBL,,,,,,,OBL,,Nodding False Semaphore Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea baccharis,FACW,,,FACW,FACW,,,,,,Rosy Camphorweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea camphorata,FACW,,,FACW,FACW,,FACW,FACW,,,Plowman's-Wort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea carolinensis,FACW,,FACW,,,FAC,,,,,Cure-For-All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea foetida,OBL,,,OBL,FACW,,,,,,Stinking Camphorweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea indica,,,,,,FAC,,,,,Indian Camphorweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea longifolia,OBL,,,,,,,,,,Long-Leaf Camphorweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea odorata,FACW,FACW,FACW,FACW,FACW,,FACW,OBL,FACW,,Sweetscent,38969.0,PLODO,0.0,38969.0,False,False,False,False,False,False,False,False,False,False,3.0,plro_001_tvp.jpg,0.0,False,False,0.0,False,False,Pluchea odorata (L.) Cass. var. odorata,Summer,No,No,Purple,No,Green,Moderate,Porous,Medium,,No,Single Crown,Moderate,,4.9,No,No,Short,No,No,Erect,,No,Yes,Yes,Low,No,Medium,Low,140.0,,Medium,7.0,4.5,40.0,10.0,14.0,Low,Intolerant,-13.0,Indeterminate,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,,No
Pluchea sagittalis,OBL,,,,,,,,,,Wing-Stem Camphorweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluchea sericea,,FACW,,,FAC,,,,FACW,,Arrow-Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumbago auriculata,UPL,UPL,UPL,UPL,,FACU,,,,,Cape Leadwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumbago zeylanica,UPL,FAC,UPL,,FAC,FACU,,,,,Wild Leadwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pneumatopteris hudsoniana,,,,,,FACU,,,,,Hudson's Air Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pneumatopteris sandwicensis,,,,,,FAC,,,,,Hawaii Air Fern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa abbreviata,,FACU,,,FAC,,,,FACU,FACU,Northern Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa alpina,,FAC,,,FACU,,,FACU,FAC,FACU,Alpine Blue Grass,24852.0,POAL2,0.0,24852.0,False,False,False,False,False,False,False,False,False,False,4.0,poal2_003_tvp.jpg,0.0,False,False,0.0,False,False,Poa alpina L.,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,1.7,No,No,Long,Yes,No,Erect,,Yes,No,Yes,,No,Medium,Low,120.0,,Low,7.2,5.0,55.0,24.0,10.0,,Intermediate,-33.0,Late Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,High,,No
Poa alsodes,FACU,,,FACW,,,FACW,FAC,,,Grove Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa annua,FACU,FAC,FACU,FACU,FACU,FACU,FACU,FACU,FAC,FAC,Annual Blue Grass,24859.0,POAN,0.0,24859.0,False,False,False,False,False,False,False,False,False,False,12.0,poan_002_thp.jpg,0.0,False,False,0.0,False,False,Poa annua L.,Spring,No,No,Yellow,No,Green,Porous,Porous,Fine,Brown,No,Bunch,Rapid,,0.3,No,No,,Yes,No,Decumbent,,Yes,Yes,Yes,Low,No,Low,Low,60.0,,Medium,8.0,4.8,60.0,24.0,3.0,,Intermediate,47.0,Mid Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Rapid,High,,No
Poa arctica,,FACU,,,FACW,,,,FACU,FAC,Arctic Blue Grass,24863.0,POAR2,0.0,24863.0,False,False,False,False,False,False,False,False,False,False,1.0,poar2_001_tvd.jpg,0.0,False,False,0.0,False,False,Poa arctica R. Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa arida,FAC,FAC,,FAC,FAC,,FAC,FAC,UPL,,Prairie Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa arnowiae,,FACU,,,,,,,FACU,,Arnow's Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa atropurpurea,,FACW,,,,,,,,,San Bernardino Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa autumnalis,FAC,,,FAC,FAC,,FAC,FAC,,,Autumn Blue Grass,24891.0,POAU,0.0,24891.0,False,False,False,False,False,False,False,False,False,False,4.0,poau_002_tvp.jpg,0.0,False,False,0.0,False,False,Poa autumnalis Muhl. ex Elliott,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,1.5,No,No,Moderate,No,No,Erect,,Yes,No,Yes,Low,No,Low,Medium,180.0,,Medium,6.9,5.8,60.0,36.0,10.0,,Intermediate,-8.0,Late Spring,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,Slow,Medium,,No
Poa bulbosa,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,,Bulbous Blue Grass,24897.0,POBU,0.0,24897.0,False,False,False,False,False,False,False,False,False,False,10.0,pobu_002_tvp.jpg,0.0,False,False,0.0,False,False,Poa bulbosa L.,Spring and Fall,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,1.5,No,No,Long,Yes,No,Decumbent,,Yes,Yes,Yes,Low,No,Medium,Medium,100.0,,Medium,7.2,5.0,40.0,12.0,8.0,Low,Intermediate,-33.0,Late Spring,Routinely Available,Medium,Summer,Summer,Yes,No,No,No,No,No,Yes,No,No,No,Moderate,Low,,No
Poa chapmaniana,FAC,,,UPL,FACU,,FACU,FACU,,,Chapman's Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa compressa,FACU,FACU,,FACU,FACU,FACU,FACU,FACU,FACU,FAC,Flat-Stem Blue Grass,24909.0,POCO,0.0,24909.0,False,False,False,False,False,False,False,False,False,False,5.0,poco_002_tvp.jpg,0.0,False,False,0.0,False,False,Poa compressa L.,Spring,No,No,Yellow,No,Gray-Green,Moderate,Porous,Fine,Brown,No,Rhizomatous,Moderate,,2.0,No,No,Moderate,Yes,No,Erect,,Yes,Yes,Yes,,No,Medium,Low,130.0,,Medium,7.0,5.0,45.0,12.0,1.0,,Tolerant,-38.0,Mid Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Low,Slow,No
Poa douglasii,,FACU,,,,,,,FACU,,Seashore Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa eminens,,,,,,,,,,FAC,Large-Flower Blue Grass,24928.0,POEM,0.0,24928.0,False,False,False,False,False,False,False,False,False,False,1.0,poem_001_tvd.jpg,0.0,False,False,0.0,False,False,Poa eminens J. Presl,Summer,No,No,Purple,No,Green,Dense,Porous,Fine,,No,Rhizomatous,Moderate,,2.0,No,No,Short,Yes,No,Erect,,No,No,No,Medium,No,Medium,Medium,120.0,,,7.5,5.0,236.0,7.0,12.0,Medium,Intolerant,-52.0,,Routinely Available,,,,No,No,No,No,No,No,Yes,Yes,No,No,,High,Moderate,No
Poa interior,,FAC,,,FAC,,FAC,FAC,FAC,FAC,Inland Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa leibergii,,FACU,,,,,,,FACU,,Leiberg's Blue Grass,24976.0,POLE,0.0,24976.0,False,False,False,False,False,False,False,False,False,False,5.0,pole_002_thp.jpg,0.0,False,False,0.0,False,False,Poa leibergii Scribn.,"Spring, Summer, Fall",No,No,Purple,No,Green,Porous,Porous,Medium,Brown,No,Bunch,Slow,,1.5,No,No,Moderate,No,No,Erect,,Yes,No,Yes,,Yes,High,Low,120.0,,Medium,7.5,6.3,40.0,10.0,12.0,,Intolerant,-23.0,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Medium,,No
Poa leptocoma,,FACW,,,OBL,,,,FACW,FAC,Marsh Blue Grass,24978.0,POLE2,0.0,24978.0,False,False,False,False,False,False,False,False,False,False,4.0,pole2_001_tvp.jpg,0.0,False,False,0.0,False,False,Poa leptocoma Trin.,"Spring, Summer, Fall",No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Bunch,Slow,,2.0,No,No,Moderate,Yes,No,Semi-Erect,,No,Yes,Yes,High,No,Low,Low,100.0,,High,7.5,6.2,48.0,18.0,10.0,,Tolerant,-28.0,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Medium,Slow,No
Poa macrantha,,UPL,,,,,,,FACU,UPL,Sand-Dune Blue Grass,24996.0,POMA26,0.0,24996.0,False,False,False,False,False,False,False,False,False,False,1.0,poma26_001_tvd.jpg,0.0,False,False,0.0,False,False,Poa macrantha Vasey,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Slow,,0.4,No,No,Moderate,Yes,No,Erect,,Yes,No,Yes,,No,High,Low,240.0,,Low,8.0,5.8,40.0,20.0,10.0,Medium,Intolerant,24.0,Late Winter,No Known Source,Low,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,Slow,Low,Slow,No
Poa macrocalyx,,,,,,,,,,FAC,Large-Glume Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa mannii,,,,,,FAC,,,,,Olokele Gulch Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa marcida,,,,,,,,,FACW,,Withered Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa napensis,,OBL,,,,,,,,,Napa Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa nemoralis,FAC,FAC,,FAC,FACU,,FACU,FACU,FAC,FAC,Forest Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa nervosa,,,,,,,,,FACU,,Hooker's Blue Grass,25012.0,PONE2,0.0,25012.0,False,False,False,False,False,False,False,False,False,False,1.0,pone2_001_thd.jpg,0.0,False,False,0.0,False,False,Poa nervosa (Hook.) Vasey,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Slow,,1.8,No,No,Moderate,Yes,No,Semi-Erect,,Yes,No,Yes,,No,Low,Low,150.0,,Medium,7.5,6.2,30.0,12.0,10.0,,Intolerant,-18.0,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Medium,,No
Poa paludigena,FACW,,,FACW,,,OBL,OBL,,,Bog Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa palustris,FAC,FAC,,FACW,FACW,,FACW,FACW,FAC,FAC,Fowl Blue Grass,25015.0,POPA2,0.0,25015.0,False,False,False,False,False,False,False,False,False,False,5.0,popa2_001_tvp.jpg,0.0,False,False,0.0,False,False,Poa palustris L.,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,4.0,No,No,Moderate,Yes,No,Erect,,No,Yes,Yes,Medium,No,Low,Medium,100.0,,Medium,7.5,4.9,50.0,28.0,12.0,Low,Intermediate,-38.0,Mid Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Medium,,No
Poa pratensis,FACU,FAC,FACU,FACU,FACU,FACU,FAC,FACU,FAC,FACU,Kentucky Blue Grass,25028.0,POPR,0.0,25028.0,False,False,False,False,False,False,False,False,False,False,15.0,popr_002_tvp.jpg,0.0,False,False,0.0,False,False,Poa pratensis L.,Spring and Fall,No,No,Yellow,No,Green,Dense,Porous,Fine,Brown,No,Rhizomatous,Moderate,,1.0,No,No,Long,Yes,No,Erect,,No,No,Yes,Low,No,High,High,100.0,Low,High,7.5,5.0,60.0,24.0,10.0,Low,Intermediate,-28.0,Mid Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Low,Moderate,No
Poa pseudoabbreviata,,,,,,,,,,FAC,Polar Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa reflexa,,FAC,,,OBL,,,,OBL,,Nodding Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa sandvicensis,,,,,,FAC,,,,,Hawaii Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa secunda,FACU,FACU,,FACU,FACU,,FACU,FACU,FACU,FACU,Curly Blue Grass,25064.0,POSE,0.0,25064.0,False,False,False,False,False,False,False,False,False,False,27.0,pose_002_thp.jpg,0.0,False,False,0.0,False,False,Poa secunda J. Presl,Spring,No,No,Yellow,No,Green,Dense,Porous,Fine,Brown,No,Bunch,Moderate,,1.3,No,No,Long,No,No,Erect,,Yes,No,Yes,Low,No,High,Low,130.0,,Low,7.8,5.0,16.0,10.0,10.0,Low,Intermediate,-33.0,Late Spring,Routinely Available,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Moderate,Low,,No
Poa siphonoglossa,,,,,,FAC,,,,,Kauai Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa stebbinsii,,FACU,,,,,,,FACU,,Subalpine Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa stenantha,,FACU,,,FAC,,,,FACU,FAC,Narrow-Flower Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa sylvestris,FACW,,,FACW,FAC,,FAC,FAC,,,Woodland Blue Grass,25105.0,POSY,0.0,25105.0,False,False,False,False,False,False,False,False,False,False,4.0,posy_002_tvp.jpg,0.0,False,False,0.0,False,False,Poa sylvestris A. Gray,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,3.0,No,No,Moderate,Yes,No,Erect,,Yes,No,Yes,High,No,Low,Medium,100.0,,High,7.0,5.9,60.0,30.0,8.0,,Tolerant,-33.0,Mid Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,Low,,No
Poa trivialis,FACW,FACW,,FACW,FACW,,FACW,FACW,FAC,FAC,Rough-Stalk Blue Grass,25108.0,POTR2,0.0,25108.0,False,False,False,False,False,False,False,False,False,False,4.0,potr2_003_thp.jpg,0.0,False,False,0.0,False,False,Poa trivialis L.,Spring and Fall,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.0,No,No,Moderate,No,No,Erect,,No,Yes,Yes,Low,No,Low,Medium,120.0,,High,7.5,4.8,50.0,35.0,12.0,,Tolerant,-28.0,Early Spring,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,Slow,High,,No
Poa unilateralis,,FACU,,,,,,,FACU,,San Francisco Blue Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podagrostis aequivalvis,,,,,,,,,OBL,OBL,Arctic False Bent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podagrostis humilis,,FACW,,,FACW,,,,FACW,FACW,Alpine False Bent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podocarpus coriaceus,,,FAC,,,,,,,,Yucca Plum-Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podophyllum peltatum,FACU,,,FACU,FACU,,FACU,FACU,,,May-Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podostemum ceratophyllum,OBL,,,OBL,,,OBL,OBL,,,Horn-Leaf Riverweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne abramsii,,OBL,,,,,,,,,San Diego Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne clareana,,FACW,,,,,,,,,Santa Lucia Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne douglasii,,OBL,,,,,,,OBL,,Douglas' Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne floribunda,,OBL,,,,,,,OBL,,Profuse-Flower Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne nudiuscula,,OBL,,,,,,,,,Otay Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne serpylloides,,FACW,,,,,,,FACW,,Thyme-Leaf Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogogyne ziziphoroides,,OBL,,,,,,,OBL,,Sacramento Mesa-Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogonatherum crinitum,,,,,,FACW,,,,,Gold Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pogonia ophioglossoides,OBL,,,OBL,OBL,,OBL,OBL,,,Snake-Mouth Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
